task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar	cpus
243	e5/371a9f	65689415	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:SAMTOOLS_INDEX (COLO829-PB)	COMPLETED	0	2026-01-09 20:22:11.234	8m 35s	7m 25s	91.7%	87.4 MB	296.5 MB	66.5 GB	37 MB	2
244	84/378804	65689419	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:BCFTOOLS_CONCAT (HG008-PB)	COMPLETED	0	2026-01-09 20:23:21.682	1m 4s	410ms	272.8%	4.2 MB	13.9 MB	7 MB	525.5 KB	6
245	8b/0fb488	65689420	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:BCFTOOLS_SORT (HG008-PB)	COMPLETED	0	2026-01-09 20:24:26.502	54.6s	213ms	507.9%	2 MB	4.9 MB	1.3 MB	1.2 MB	6
246	ab/c162d0	65689423	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SOMATIC_VEP (HG008-PB)	COMPLETED	0	2026-01-09 20:25:21.881	4m 34s	3m 38s	593.2%	2.7 GB	2.8 GB	61 GB	36.6 MB	24
248	1a/34dd7e	65689433	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:ASCAT (COLO829-PB)	COMPLETED	0	2026-01-09 20:30:46.492	11m 10s	10m 36s	347.4%	4.5 GB	15.1 GB	119.1 GB	543.6 MB	6
249	a9/39d0c6	65689434	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:CLAIRS (COLO829-PB)	COMPLETED	0	2026-01-09 20:30:55.481	1h 51m 41s	1h 51m 15s	2444.1%	13.6 GB	24.9 GB	2.5 TB	603.8 GB	24
247	5f/8f70db	65689435	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SEVERUS (COLO829-PB)	COMPLETED	0	2026-01-09 20:31:05.422	39m 46s	39m 33s	247.9%	24.7 GB	35.4 GB	625.4 GB	3.3 GB	6
250	6c/bad2df	65689440	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SV_VEP (COLO829-ONT)	COMPLETED	0	2026-01-09 20:34:08.095	2m 13s	1m 1s	446.5%	1.1 GB	1.2 GB	13.4 GB	125.3 MB	24
251	b5/fa71ff	65689451	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:BCFTOOLS_CONCAT (CCS15-ONT)	COMPLETED	0	2026-01-09 20:40:36.434	54.7s	552ms	212.5%	2 MB	4.9 MB	3.9 MB	301.5 KB	6
252	f5/e14bdf	65689452	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:BCFTOOLS_SORT (CCS15-ONT)	COMPLETED	0	2026-01-09 20:41:31.349	44.8s	175ms	662.0%	4.2 MB	13.8 MB	824.6 KB	698.3 KB	6
253	b9/3db185	65689457	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SOMATIC_VEP (CCS15-ONT)	COMPLETED	0	2026-01-09 20:42:16.845	4m 39s	3m 29s	400.5%	2.3 GB	2.4 GB	39.7 GB	23.2 MB	24
254	90/cdae52	65689494	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:BCFTOOLS_CONCAT (COLO829-ONT)	COMPLETED	0	2026-01-09 20:56:06.405	14.7s	312ms	440.4%	4.6 MB	54.2 MB	10.2 MB	1.4 MB	6
255	74/1630c3	65689495	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:BCFTOOLS_SORT (COLO829-ONT)	COMPLETED	0	2026-01-09 20:56:21.393	59.7s	384ms	370.8%	4.2 MB	52.2 MB	3.3 MB	3.2 MB	6
256	47/11d6b0	65689501	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SOMATIC_VEP (COLO829-ONT)	COMPLETED	0	2026-01-09 20:57:21.655	5m 29s	4m 24s	1470.6%	3.6 GB	3.8 GB	173.7 GB	92.1 MB	24
257	e2/8f0ca4	65689524	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SV_VEP (COLO829-PB)	COMPLETED	0	2026-01-09 21:10:52.418	1m 39s	1m 1s	425.6%	1.7 GB	1.9 GB	13.1 GB	109.6 MB	24
258	e1/6f5f3f	65689667	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:BCFTOOLS_CONCAT (COLO829-PB)	COMPLETED	0	2026-01-09 22:22:36.606	19.6s	295ms	448.3%	4.5 MB	54.2 MB	10.4 MB	1.3 MB	6
259	3e/a3c5ff	65689668	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:BCFTOOLS_SORT (COLO829-PB)	COMPLETED	0	2026-01-09 22:22:56.491	14.7s	352ms	399.8%	4.1 MB	52.2 MB	3.1 MB	3 MB	6
260	05/b03f5a	65689669	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SOMATIC_VEP (COLO829-PB)	COMPLETED	0	2026-01-09 22:23:11.983	4m 44s	4m 26s	1405.9%	3.5 GB	3.8 GB	165.8 GB	88.2 MB	24
261	13/e3cf1b	65689725	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:FIBERTOOLSRS_NUCLEOSOMES (CCS15-PB-TO)	COMPLETED	0	2026-01-09 22:47:21.626	10m 25s	10m 9s	2021.4%	170.3 MB	4.8 GB	56.2 GB	56.1 GB	24
263	92/6dd058	65689729	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:LONGPHASE_PHASE (HG008-ONT)	COMPLETED	0	2026-01-09 22:49:41.631	3m 25s	3m 11s	599.4%	19 GB	26.5 GB	63.7 GB	562.4 MB	6
262	6f/ed2d85	65689730	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:GERMLINE_VEP (HG008-ONT)	COMPLETED	0	2026-01-09 22:49:50.586	6h 36m 47s	6h 36m 34s	2139.1%	3.7 GB	3.9 GB	21.3 TB	18.3 GB	24
265	ff/b511bf	65689739	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:LONGPHASE_HAPLOTAG (HG008-ONT)	COMPLETED	0	2026-01-09 22:53:06.577	37m 40s	37m 24s	320.7%	7.1 GB	8.9 GB	67.4 GB	66.6 GB	6
264	0b/a579ca	65689740	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:LONGPHASE_HAPLOTAG (HG008-ONT)	COMPLETED	0	2026-01-09 22:53:15.542	1h 30m 31s	1h 30m 19s	365.1%	7.2 GB	9.1 GB	163.5 GB	166.5 GB	6
266	75/b7295f	65689753	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:FIBERTOOLSRS_FIRE (CCS15-PB-TO)	COMPLETED	0	2026-01-09 22:57:46.557	25m 20s	25m 1s	2246.8%	1.6 GB	5.1 GB	56.1 GB	56.2 GB	24
268	b8/cd8d06	65689838	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:MINIMAP2_ALIGN (CCS15-PB-TO)	COMPLETED	0	2026-01-09 23:23:08.077	1h 38m 44s	1h 38m 23s	1487.5%	42.5 GB	47.5 GB	957.6 GB	960.3 GB	24
267	91/5db904	65689839	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:FIBERTOOLSRS_QC (CCS15-PB-TO)	COMPLETED	0	2026-01-09 23:23:16.896	7m 59s	7m 46s	751.7%	887.6 MB	3.3 GB	56.2 GB	21.3 MB	24
269	b4/5a6590	65689902	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:SAMTOOLS_INDEX (HG008-ONT)	COMPLETED	0	2026-01-09 23:30:46.733	3m 15s	2m 58s	218.6%	54.3 MB	264.7 MB	66.6 GB	20.3 MB	2
270	33/99ef41	65689903	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:FIBERTOOLSRS_NUCLEOSOMES (CCS15-PB)	COMPLETED	0	2026-01-09 23:31:01.839	10m 5s	9m 48s	2019.2%	193.7 MB	4.8 GB	54.2 GB	54.1 GB	24
271	f0/ebc361	65689983	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:FIBERTOOLSRS_NUCLEOSOMES (CCS15-PB)	COMPLETED	0	2026-01-09 23:39:41.645	10m 25s	10m 8s	2010.5%	169.3 MB	5 GB	56.2 GB	56.1 GB	24
272	50/f07050	65690001	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:FIBERTOOLSRS_FIRE (CCS15-PB)	COMPLETED	0	2026-01-09 23:41:06.663	34m 5s	33m 52s	2235.5%	1.8 GB	6.5 GB	54.1 GB	54.2 GB	24
273	2b/d55dc7	65690084	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:FIBERTOOLSRS_FIRE (CCS15-PB)	COMPLETED	0	2026-01-09 23:50:06.821	25m 15s	25m 3s	2241.2%	1.6 GB	5.1 GB	56.1 GB	56.2 GB	24
274	5a/0700f7	65690210	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:FIBERTOOLSRS_QC (CCS15-PB)	COMPLETED	0	2026-01-10 00:15:11.737	7m 40s	7m 19s	793.3%	1007.6 MB	3.3 GB	54.2 GB	24.1 MB	24
275	c0/303c50	65690211	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:MINIMAP2_ALIGN (CCS15-PB)	COMPLETED	0	2026-01-10 00:15:20.743	1h 30m 6s	1h 29m 51s	1467.4%	42.8 GB	47.5 GB	922.4 GB	924.8 GB	24
276	53/0e59fd	65690212	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:FIBERTOOLSRS_QC (CCS15-PB)	COMPLETED	0	2026-01-10 00:15:30.687	7m 56s	7m 38s	760.9%	892.5 MB	3.3 GB	56.2 GB	21.3 MB	24
277	5b/3c2139	65690213	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:MINIMAP2_ALIGN (CCS15-PB)	COMPLETED	0	2026-01-10 00:15:40.693	1h 38m 46s	1h 38m 28s	1446.6%	42.4 GB	47.4 GB	957.6 GB	960.3 GB	24
278	f5/0f72c8	65690225	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:SAMTOOLS_INDEX (HG008-ONT)	COMPLETED	0	2026-01-10 00:23:46.795	7m 35s	7m 15s	223.0%	87.2 MB	295 MB	166.5 GB	40 MB	2
279	73/417efb	65690240	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:CLAIRS (HG008-ONT)	COMPLETED	0	2026-01-10 00:31:22.406	3h 9m 40s	3h 9m 26s	2363.3%	14.1 GB	25.3 GB	5.4 TB	618.5 GB	24
281	26/350b4b	65690241	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:ASCAT (HG008-ONT)	COMPLETED	0	2026-01-10 00:31:31.295	10m 21s	10m	383.4%	4.8 GB	15.6 GB	208 GB	327.1 MB	6
280	3c/e88c06	65690242	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SEVERUS (HG008-ONT)	COMPLETED	0	2026-01-10 00:31:41.290	46m 21s	46m 10s	270.1%	20.1 GB	30.7 GB	802.9 GB	2.4 GB	6
282	87/99b3be	65690446	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:CRAMINO_POST (CCS15-PB-TO)	COMPLETED	0	2026-01-10 01:01:52.500	4m 20s	3m 57s	396.0%	179 MB	549.5 MB	61.9 GB	698 B	2
283	fe/fc3ffb	65690447	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (CCS15-PB-TO)	COMPLETED	0	2026-01-10 01:02:01.376	5m 51s	5m 37s	114.2%	7.8 MB	208.4 MB	61.9 GB	5.4 KB	1
284	41/beadab	65690448	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (CCS15-PB-TO)	COMPLETED	0	2026-01-10 01:02:11.383	25m 31s	25m 18s	124.4%	328.6 MB	802.5 MB	61.9 GB	15.3 MB	6
285	cb/93c4dd	65690449	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:MOSDEPTH (CCS15-PB-TO)	COMPLETED	0	2026-01-10 01:02:21.376	1m 56s	1m 38s	422.4%	1.9 GB	2.4 GB	62.5 GB	2.9 MB	6
287	b2/e3e730	65690451	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (CCS15-PB-TO)	COMPLETED	0	2026-01-10 01:02:31.395	15.6s	0ms	43.4%	18.3 MB	22.7 MB	17.4 MB	93.8 KB	1
286	b6/def1c6	65690456	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_ONLY_HAPPHASE:CLAIRSTO (CCS15-PB-TO)	COMPLETED	0	2026-01-10 01:02:41.385	2h 20m 41s	2h 20m 20s	2047.8%	112.3 GB	113.6 GB	2.1 TB	888.8 GB	24
288	f6/809dd9	65690567	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SV_VEP (HG008-ONT)	COMPLETED	0	2026-01-10 01:18:04.941	1m 22s	1m 3s	428.8%	1.8 GB	1.9 GB	13.4 GB	147.5 MB	24
289	d7/5a8303	65690663	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:CRAMINO_POST (CCS15-PB)	COMPLETED	0	2026-01-10 01:45:27.369	4m 10s	3m 50s	382.7%	160.8 MB	549.5 MB	59.6 GB	692 B	2
290	5b/c11925	65690664	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (CCS15-PB)	COMPLETED	0	2026-01-10 01:45:36.317	5m 41s	5m 30s	112.5%	8 MB	208.4 MB	59.6 GB	5.4 KB	1
291	7f/04cfab	65690666	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (CCS15-PB)	COMPLETED	0	2026-01-10 01:45:46.311	24m 6s	23m 55s	124.3%	256.3 MB	730.2 MB	59.6 GB	13.6 MB	6
292	71/1c1d0b	65690667	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (CCS15-PB)	COMPLETED	0	2026-01-10 01:45:56.312	15.7s	0ms	40.5%	10.7 MB	15.5 MB	13.4 MB	93.8 KB	1
293	e3/dfe816	65690669	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:MOSDEPTH (CCS15-PB)	COMPLETED	0	2026-01-10 01:46:06.597	1m 45s	1m 33s	438.4%	1.9 GB	2.4 GB	60.2 GB	2.5 MB	6
294	cb/446bc8	65690670	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:CLAIR3 (CCS15-PB)	COMPLETED	0	2026-01-10 01:46:16.321	44m 11s	43m 47s	1574.0%	38.5 GB	83.2 GB	487.8 GB	34.8 GB	24
295	cd/7b7199	65690700	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:CRAMINO_POST (CCS15-PB)	COMPLETED	0	2026-01-10 01:54:27.417	4m 20s	4m 7s	393.2%	174.9 MB	549.5 MB	61.9 GB	683 B	2
296	34/cad450	65690701	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:MOSDEPTH (CCS15-PB)	COMPLETED	0	2026-01-10 01:54:36.424	2m 6s	1m 47s	402.7%	1.9 GB	2.4 GB	62.5 GB	2.9 MB	6
297	2d/9ca513	65690702	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (CCS15-PB)	COMPLETED	0	2026-01-10 01:54:46.355	5m 51s	5m 38s	114.1%	7.9 MB	208.4 MB	61.9 GB	5.4 KB	1
298	06/d00ee4	65690704	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (CCS15-PB)	COMPLETED	0	2026-01-10 01:54:56.376	25m 51s	25m 41s	123.9%	328.6 MB	802.5 MB	61.9 GB	15.3 MB	6
299	30/de6d45	65690705	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (CCS15-PB)	COMPLETED	0	2026-01-10 01:55:06.373	10.7s	0ms	43.1%	31.5 MB	36.3 MB	17.4 MB	93.8 KB	1
300	eb/f63b02	65690906	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:LONGPHASE_PHASE (CCS15-PB)	COMPLETED	0	2026-01-10 02:30:27.510	3m 45s	3m 27s	647.6%	21.9 GB	26 GB	60.3 GB	501.3 MB	6
301	40/c31a64	65690908	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:GERMLINE_VEP (CCS15-PB)	COMPLETED	0	2026-01-10 02:30:36.459	5h 57m 11s	5h 56m 57s	2104.4%	3.7 GB	4 GB	18.5 TB	16.6 GB	24
303	04/271dd7	65690933	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:LONGPHASE_HAPLOTAG (CCS15-PB)	COMPLETED	0	2026-01-10 02:34:12.397	49m 10s	48m 50s	397.3%	7 GB	8.9 GB	63 GB	63.5 GB	6
302	46/67c416	65690935	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:LONGPHASE_HAPLOTAG (CCS15-PB)	COMPLETED	0	2026-01-10 02:34:21.378	49m 16s	48m 58s	407.7%	7 GB	8.9 GB	65.3 GB	65.6 GB	6
304	7e/d211cb	65691172	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_ONLY_HAPPHASE:VCFSPLIT (CCS15-PB-TO)	COMPLETED	0	2026-01-10 03:23:22.554	1m 20s	55s	131.6%	55.6 MB	227.8 MB	2.5 GB	2.1 GB	1
305	16/af9c9e	65691174	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:SAMTOOLS_INDEX (CCS15-PB)	COMPLETED	0	2026-01-10 03:23:31.720	2m 55s	2m 43s	232.7%	44.1 MB	251.8 MB	63.5 GB	13.4 MB	2
306	64/95ac58	65691177	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:SAMTOOLS_INDEX (CCS15-PB)	COMPLETED	0	2026-01-10 03:23:41.748	3m 5s	2m 51s	222.6%	49.1 MB	256.3 MB	65.6 GB	17.3 MB	2
307	1d/c17eda	65691182	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_ONLY_HAPPHASE:LONGPHASE_PHASE (CCS15-PB-TO)	COMPLETED	0	2026-01-10 03:24:43.257	3m 34s	3m 19s	671.5%	17.2 GB	23.7 GB	63 GB	728.6 MB	6
309	05/40e710	65691183	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:GERMLINE_VEP (CCS15-PB-TO)	COMPLETED	0	2026-01-10 03:24:52.123	4h 10m 55s	4h 10m 40s	2126.4%	3.6 GB	3.8 GB	13.6 TB	12.6 GB	24
308	d3/9d4c8a	65691185	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SOMATIC_VEP (CCS15-PB-TO)	COMPLETED	0	2026-01-10 03:25:02.084	5m 45s	5m 33s	1721.8%	3.2 GB	3.5 GB	253 GB	187.6 MB	24
311	e2/a40dbf	65691192	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:CLAIRS (CCS15-PB)	COMPLETED	0	2026-01-10 03:26:47.568	5h 34m 10s	5h 33m 54s	2548.3%	14.5 GB	25.9 GB	2.8 TB	1.4 TB	24
312	ed/6514b1	65691194	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:ASCAT (CCS15-PB)	COMPLETED	0	2026-01-10 03:26:56.510	9m 46s	9m 25s	330.1%	4.4 GB	15 GB	119.9 GB	550.6 MB	6
310	6e/5da3d6	65691197	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SEVERUS (CCS15-PB)	COMPLETED	0	2026-01-10 03:27:06.519	33m 21s	33m 9s	251.2%	17.4 GB	28 GB	433.5 GB	2.4 GB	6
313	61/277654	65691203	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_ONLY_HAPPHASE:LONGPHASE_HAPLOTAG (CCS15-PB-TO)	COMPLETED	0	2026-01-10 03:28:17.490	47m 10s	46m 54s	394.4%	6.9 GB	8.7 GB	61.9 GB	62.5 GB	6
314	f1/f6a1be	65691260	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:BCFTOOLS_CONCAT (HG008-ONT)	COMPLETED	0	2026-01-10 03:41:03.489	18.7s	541ms	324.6%	4.2 MB	13.8 MB	18 MB	3.5 MB	6
315	6b/c6069e	65691262	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:BCFTOOLS_SORT (HG008-ONT)	COMPLETED	0	2026-01-10 03:41:22.503	14.7s	888ms	211.8%	4.2 MB	52.2 MB	8.3 MB	8.2 MB	6
316	f1/9698a2	65691263	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SOMATIC_VEP (HG008-ONT)	COMPLETED	0	2026-01-10 03:41:37.691	9m	8m 42s	1879.3%	3.1 GB	3.3 GB	415 GB	365.3 MB	24
317	b9/ce4d07	65691270	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SV_VEP (CCS15-PB)	COMPLETED	0	2026-01-10 04:00:28.994	1m 13s	56s	460.3%	2.7 GB	2.9 GB	13.2 GB	138.9 MB	24
318	ce/98ef66	65691274	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_ONLY_HAPPHASE:SAMTOOLS_INDEX (CCS15-PB-TO)	COMPLETED	0	2026-01-10 04:15:27.870	2m 54s	2m 40s	231.8%	47.7 MB	254.9 MB	62.5 GB	16.6 MB	2
320	3b/a596b7	65691275	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:ASCAT (CCS15-PB-TO)	COMPLETED	0	2026-01-10 04:18:22.638	7m 15s	6m 57s	259.3%	4.4 GB	14.9 GB	61 GB	315.7 MB	6
319	7f/133973	65691276	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SEVERUS (CCS15-PB-TO)	COMPLETED	0	2026-01-10 04:18:31.589	18m 11s	18m	235.9%	9.7 GB	20.3 GB	220 GB	1.2 GB	6
321	1c/0c9be2	65691279	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SV_VEP (CCS15-PB-TO)	COMPLETED	0	2026-01-10 04:36:45.296	1m 12s	53s	460.7%	1.9 GB	2.1 GB	12.2 GB	125 MB	24
322	ee/0d8536	65691312	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:BCFTOOLS_CONCAT (CCS15-PB)	COMPLETED	0	2026-01-10 09:00:58.086	34.5s	511ms	388.1%	3.3 MB	4.6 MB	11 MB	1.8 MB	6
323	c6/80293a	65691313	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:TUMOR_NORMAL_HAPPHASE:BCFTOOLS_SORT (CCS15-PB)	COMPLETED	0	2026-01-10 09:01:32.895	14.7s	614ms	300.2%	4.1 MB	13.9 MB	4.2 MB	4 MB	6
324	62/1545bc	65691314	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:SOMATIC_VEP (CCS15-PB)	COMPLETED	0	2026-01-10 09:01:48.177	5m 39s	5m 24s	1687.5%	3.2 GB	3.5 GB	245.7 GB	143.8 MB	24
325	12/0bd7e7	65691319	INTGENOMICSLAB_LRSOMATIC:LRSOMATIC:MULTIQC	COMPLETED	0	2026-01-10 09:07:29.372	23.3s	10.1s	37.5%	857.4 MB	11.5 GB	110.4 MB	14.9 MB	1
